TransactionID,ProductID,ReferenceOrderID,ReferenceOrderLineID,TransactionDate,TransactionType,Quantity,ActualCost,ModifiedDate
57,756,43662,10,00:00.0,S,1,1049.7528,00:00.0
58,758,43662,13,00:00.0,S,6,1049.7528,00:00.0
59,760,43662,17,00:00.0,S,3,503.3507,00:00.0
60,762,43662,6,00:00.0,S,5,503.3507,00:00.0
61,763,43662,11,00:00.0,S,3,503.3507,00:00.0
62,764,43662,1,00:00.0,S,3,503.3507,00:00.0
63,765,43662,7,00:00.0,S,3,503.3507,00:00.0
64,766,43662,21,00:00.0,S,3,503.3507,00:00.0
65,768,43662,8,00:00.0,S,2,503.3507,00:00.0
66,770,43662,2,00:00.0,S,5,503.3507,00:00.0
67,760,43663,1,00:00.0,S,1,503.3507,00:00.0
68,714,43664,3,00:00.0,S,1,31.2437,00:00.0
69,716,43664,4,00:00.0,S,1,31.2437,00:00.0
70,771,43664,6,00:00.0,S,3,2447.9928,00:00.0
71,772,43664,1,00:00.0,S,1,2447.9928,00:00.0
72,773,43664,7,00:00.0,S,1,2447.9928,00:00.0
73,775,43664,2,00:00.0,S,4,2429.9928,00:00.0
74,777,43664,5,00:00.0,S,2,2429.9928,00:00.0
75,778,43664,8,00:00.0,S,1,2429.9928,00:00.0
76,707,43665,3,00:00.0,S,1,20.1865,00:00.0
77,709,43665,9,00:00.0,S,6,6.175,00:00.0
78,711,43665,1,00:00.0,S,2,20.1865,00:00.0
79,712,43665,6,00:00.0,S,2,5.6187,00:00.0
80,715,43665,4,00:00.0,S,2,31.2437,00:00.0
81,773,43665,2,00:00.0,S,1,2447.9928,00:00.0
82,775,43665,7,00:00.0,S,2,2429.9928,00:00.0
83,776,43665,10,00:00.0,S,1,2429.9928,00:00.0
84,777,43665,5,00:00.0,S,2,2429.9928,00:00.0
85,778,43665,8,00:00.0,S,1,2429.9928,00:00.0
86,732,43666,3,00:00.0,S,1,440.1742,00:00.0
87,753,43666,2,00:00.0,S,1,2576.3544,00:00.0
88,756,43666,4,00:00.0,S,1,1049.7528,00:00.0
89,764,43666,1,00:00.0,S,1,503.3507,00:00.0
90,766,43666,6,00:00.0,S,1,503.3507,00:00.0
91,768,43666,5,00:00.0,S,2,503.3507,00:00.0
92,710,43667,1,00:00.0,S,3,6.175,00:00.0
93,773,43667,2,00:00.0,S,1,2447.9928,00:00.0
94,775,43667,4,00:00.0,S,1,2429.9928,00:00.0
95,778,43667,3,00:00.0,S,1,2429.9928,00:00.0
96,707,43668,7,00:00.0,S,2,20.1865,00:00.0
97,708,43668,27,00:00.0,S,1,20.1865,00:00.0
98,711,43668,8,00:00.0,S,2,20.1865,00:00.0
99,712,43668,10,00:00.0,S,4,5.6187,00:00.0
100,714,43668,25,00:00.0,S,4,31.2437,00:00.0
101,715,43668,5,00:00.0,S,6,31.2437,00:00.0
102,716,43668,19,00:00.0,S,1,31.2437,00:00.0
103,722,43668,26,00:00.0,S,3,220.2496,00:00.0
104,725,43668,18,00:00.0,S,2,226.8571,00:00.0
105,726,43668,15,00:00.0,S,3,226.8571,00:00.0
106,729,43668,11,00:00.0,S,2,226.8571,00:00.0
107,730,43668,6,00:00.0,S,6,226.8571,00:00.0
108,732,43668,21,00:00.0,S,4,440.1742,00:00.0
109,733,43668,28,00:00.0,S,3,440.1742,00:00.0
110,738,43668,24,00:00.0,S,3,220.2496,00:00.0
111,753,43668,2,00:00.0,S,2,2576.3544,00:00.0
112,754,43668,9,00:00.0,S,2,1049.7528,00:00.0
113,755,43668,12,00:00.0,S,3,1049.7528,00:00.0
114,756,43668,1,00:00.0,S,3,1049.7528,00:00.0
115,758,43668,22,00:00.0,S,6,1049.7528,00:00.0
116,760,43668,3,00:00.0,S,7,503.3507,00:00.0
117,761,43668,13,00:00.0,S,3,503.3507,00:00.0
118,762,43668,23,00:00.0,S,4,503.3507,00:00.0
119,763,43668,29,00:00.0,S,3,503.3507,00:00.0
120,764,43668,16,00:00.0,S,2,503.3507,00:00.0
121,765,43668,4,00:00.0,S,6,503.3507,00:00.0
122,766,43668,17,00:00.0,S,2,503.3507,00:00.0
123,768,43668,20,00:00.0,S,2,503.3507,00:00.0
124,770,43668,14,00:00.0,S,2,503.3507,00:00.0
125,747,43669,1,00:00.0,S,1,881.4687,00:00.0
126,709,43670,2,00:00.0,S,2,6.175,00:00.0
127,710,43670,1,00:00.0,S,1,6.175,00:00.0
128,773,43670,3,00:00.0,S,2,2447.9928,00:00.0
129,776,43670,4,00:00.0,S,1,2429.9928,00:00.0
130,708,43671,11,00:00.0,S,1,20.1865,00:00.0
131,711,43671,10,00:00.0,S,1,20.1865,00:00.0
132,714,43671,2,00:00.0,S,2,31.2437,00:00.0
133,716,43671,9,00:00.0,S,1,31.2437,00:00.0
134,732,43671,5,00:00.0,S,2,440.1742,00:00.0
135,753,43671,1,00:00.0,S,1,2576.3544,00:00.0
136,755,43671,7,00:00.0,S,2,1049.7528,00:00.0
137,756,43671,3,00:00.0,S,1,1049.7528,00:00.0
138,763,43671,6,00:00.0,S,2,503.3507,00:00.0
139,764,43671,8,00:00.0,S,2,503.3507,00:00.0
140,768,43671,4,00:00.0,S,2,503.3507,00:00.0
141,709,43672,1,00:00.0,S,6,6.175,00:00.0
142,774,43672,3,00:00.0,S,1,2447.9928,00:00.0
143,776,43672,2,00:00.0,S,2,2429.9928,00:00.0
144,707,43673,11,00:00.0,S,4,20.1865,00:00.0
145,708,43673,9,00:00.0,S,2,20.1865,00:00.0
146,711,43673,10,00:00.0,S,1,20.1865,00:00.0
147,712,43673,8,00:00.0,S,1,5.6187,00:00.0
148,715,43673,2,00:00.0,S,3,31.2437,00:00.0
149,729,43673,3,00:00.0,S,1,226.8571,00:00.0
150,738,43673,6,00:00.0,S,2,220.2496,00:00.0
151,754,43673,1,00:00.0,S,1,1049.7528,00:00.0
152,761,43673,4,00:00.0,S,2,503.3507,00:00.0
153,762,43673,5,00:00.0,S,1,503.3507,00:00.0
154,770,43673,7,00:00.0,S,2,503.3507,00:00.0
155,758,43674,1,00:00.0,S,3,1049.7528,00:00.0
156,708,43675,4,00:00.0,S,1,20.1865,00:00.0
157,711,43675,2,00:00.0,S,5,20.1865,00:00.0
158,712,43675,7,00:00.0,S,2,5.6187,00:00.0
159,715,43675,9,00:00.0,S,3,31.2437,00:00.0
160,738,43675,3,00:00.0,S,2,220.2496,00:00.0
161,754,43675,8,00:00.0,S,1,1049.7528,00:00.0
162,758,43675,6,00:00.0,S,2,1049.7528,00:00.0
163,761,43675,1,00:00.0,S,4,503.3507,00:00.0
164,762,43675,5,00:00.0,S,2,503.3507,00:00.0
165,709,43676,5,00:00.0,S,4,6.175,00:00.0
166,710,43676,3,00:00.0,S,1,6.175,00:00.0
167,775,43676,4,00:00.0,S,3,2429.9928,00:00.0
168,776,43676,1,00:00.0,S,2,2429.9928,00:00.0
169,778,43676,2,00:00.0,S,2,2429.9928,00:00.0
170,707,43677,10,00:00.0,S,1,20.1865,00:00.0
171,708,43677,5,00:00.0,S,2,20.1865,00:00.0
172,712,43677,9,00:00.0,S,5,5.6187,00:00.0
173,715,43677,1,00:00.0,S,3,31.2437,00:00.0
174,729,43677,12,00:00.0,S,2,226.8571,00:00.0
175,753,43677,2,00:00.0,S,1,2576.3544,00:00.0
176,754,43677,11,00:00.0,S,1,1049.7528,00:00.0
177,758,43677,3,00:00.0,S,1,1049.7528,00:00.0
178,760,43677,6,00:00.0,S,4,503.3507,00:00.0
179,763,43677,8,00:00.0,S,1,503.3507,00:00.0
180,765,43677,7,00:00.0,S,2,503.3507,00:00.0
181,770,43677,4,00:00.0,S,1,503.3507,00:00.0
182,707,43678,19,00:00.0,S,1,20.1865,00:00.0
183,708,43678,8,00:00.0,S,4,20.1865,00:00.0
184,711,43678,18,00:00.0,S,3,20.1865,00:00.0
185,712,43678,7,00:00.0,S,3,5.6187,00:00.0
186,715,43678,15,00:00.0,S,2,31.2437,00:00.0
187,716,43678,12,00:00.0,S,1,31.2437,00:00.0
188,725,43678,11,00:00.0,S,2,226.8571,00:00.0
189,729,43678,9,00:00.0,S,2,226.8571,00:00.0
190,732,43678,4,00:00.0,S,2,440.1742,00:00.0
191,738,43678,2,00:00.0,S,2,220.2496,00:00.0
192,754,43678,16,00:00.0,S,1,1049.7528,00:00.0
193,755,43678,17,00:00.0,S,1,1049.7528,00:00.0
194,756,43678,10,00:00.0,S,1,1049.7528,00:00.0
195,758,43678,14,00:00.0,S,2,1049.7528,00:00.0
196,760,43678,1,00:00.0,S,1,503.3507,00:00.0
197,761,43678,6,00:00.0,S,2,503.3507,00:00.0
198,762,43678,5,00:00.0,S,3,503.3507,00:00.0
199,765,43678,3,00:00.0,S,1,503.3507,00:00.0
200,770,43678,13,00:00.0,S,1,503.3507,00:00.0
201,715,43679,3,00:00.0,S,2,31.2437,00:00.0
202,760,43679,1,00:00.0,S,1,503.3507,00:00.0
203,770,43679,2,00:00.0,S,2,503.3507,00:00.0
204,707,43680,4,00:00.0,S,4,20.1865,00:00.0
205,708,43680,12,00:00.0,S,2,20.1865,00:00.0
206,711,43680,6,00:00.0,S,1,20.1865,00:00.0
207,712,43680,14,00:00.0,S,3,5.6187,00:00.0
208,715,43680,7,00:00.0,S,2,31.2437,00:00.0
209,725,43680,8,00:00.0,S,2,226.8571,00:00.0
210,729,43680,5,00:00.0,S,1,226.8571,00:00.0
211,738,43680,3,00:00.0,S,2,220.2496,00:00.0
212,753,43680,11,00:00.0,S,2,2576.3544,00:00.0
213,756,43680,2,00:00.0,S,2,1049.7528,00:00.0
214,758,43680,9,00:00.0,S,1,1049.7528,00:00.0
215,760,43680,1,00:00.0,S,3,503.3507,00:00.0
216,761,43680,10,00:00.0,S,1,503.3507,00:00.0
217,763,43680,15,00:00.0,S,1,503.3507,00:00.0
218,765,43680,13,00:00.0,S,3,503.3507,00:00.0
219,707,43681,4,00:00.0,S,1,20.1865,00:00.0
220,708,43681,6,00:00.0,S,2,20.1865,00:00.0
221,711,43681,19,00:00.0,S,2,20.1865,00:00.0
222,712,43681,21,00:00.0,S,2,5.6187,00:00.0
223,714,43681,14,00:00.0,S,2,31.2437,00:00.0
224,715,43681,1,00:00.0,S,6,31.2437,00:00.0
225,716,43681,18,00:00.0,S,2,31.2437,00:00.0
226,725,43681,20,00:00.0,S,1,226.8571,00:00.0
227,729,43681,5,00:00.0,S,1,226.8571,00:00.0
228,730,43681,8,00:00.0,S,2,226.8571,00:00.0
229,732,43681,3,00:00.0,S,1,440.1742,00:00.0
230,738,43681,12,00:00.0,S,2,220.2496,00:00.0
231,753,43681,13,00:00.0,S,1,2576.3544,00:00.0
232,756,43681,17,00:00.0,S,1,1049.7528,00:00.0
233,758,43681,9,00:00.0,S,3,1049.7528,00:00.0
234,760,43681,16,00:00.0,S,2,503.3507,00:00.0
235,761,43681,11,00:00.0,S,2,503.3507,00:00.0
236,762,43681,2,00:00.0,S,5,503.3507,00:00.0
237,764,43681,15,00:00.0,S,2,503.3507,00:00.0
238,768,43681,10,00:00.0,S,1,503.3507,00:00.0
239,770,43681,7,00:00.0,S,3,503.3507,00:00.0
240,715,43682,5,00:00.0,S,1,31.2437,00:00.0
241,758,43682,1,00:00.0,S,2,1049.7528,00:00.0
242,760,43682,3,00:00.0,S,2,503.3507,00:00.0
243,762,43682,2,00:00.0,S,1,503.3507,00:00.0
244,770,43682,4,00:00.0,S,2,503.3507,00:00.0
245,707,43683,11,00:00.0,S,3,20.1865,00:00.0
246,708,43683,5,00:00.0,S,1,20.1865,00:00.0
247,709,43683,13,00:00.0,S,6,6.175,00:00.0
248,711,43683,6,00:00.0,S,2,20.1865,00:00.0
249,712,43683,7,00:00.0,S,3,5.6187,00:00.0
250,715,43683,2,00:00.0,S,2,31.2437,00:00.0
251,772,43683,10,00:00.0,S,1,2447.9928,00:00.0
252,773,43683,3,00:00.0,S,2,2447.9928,00:00.0
253,774,43683,4,00:00.0,S,1,2447.9928,00:00.0
254,775,43683,8,00:00.0,S,4,2429.9928,00:00.0
255,776,43683,1,00:00.0,S,2,2429.9928,00:00.0
256,777,43683,9,00:00.0,S,6,2429.9928,00:00.0
257,778,43683,12,00:00.0,S,5,2429.9928,00:00.0
258,754,43684,1,00:00.0,S,2,1049.7528,00:00.0
259,758,43684,4,00:00.0,S,2,1049.7528,00:00.0
260,760,43684,3,00:00.0,S,1,503.3507,00:00.0
261,762,43684,2,00:00.0,S,2,503.3507,00:00.0
262,763,43684,6,00:00.0,S,1,503.3507,00:00.0
263,770,43684,5,00:00.0,S,1,503.3507,00:00.0
264,725,43685,4,00:00.0,S,1,226.8571,00:00.0
265,754,43685,3,00:00.0,S,1,1049.7528,00:00.0
266,763,43685,2,00:00.0,S,1,503.3507,00:00.0
267,765,43685,1,00:00.0,S,3,503.3507,00:00.0
268,758,43686,1,00:00.0,S,3,1049.7528,00:00.0
269,762,43686,2,00:00.0,S,1,503.3507,00:00.0
270,770,43686,3,00:00.0,S,1,503.3507,00:00.0
271,765,43687,2,00:00.0,S,2,503.3507,00:00.0
272,768,43687,1,00:00.0,S,1,503.3507,00:00.0
273,725,43688,1,00:00.0,S,1,226.8571,00:00.0
274,729,43688,6,00:00.0,S,2,226.8571,00:00.0
275,738,43688,4,00:00.0,S,1,220.2496,00:00.0
276,753,43688,11,00:00.0,S,2,2576.3544,00:00.0
277,754,43688,7,00:00.0,S,2,1049.7528,00:00.0
278,758,43688,8,00:00.0,S,2,1049.7528,00:00.0
279,760,43688,2,00:00.0,S,2,503.3507,00:00.0
280,762,43688,3,00:00.0,S,3,503.3507,00:00.0
281,763,43688,5,00:00.0,S,1,503.3507,00:00.0
282,765,43688,9,00:00.0,S,3,503.3507,00:00.0
283,770,43688,10,00:00.0,S,1,503.3507,00:00.0
284,722,43689,10,00:00.0,S,1,220.2496,00:00.0
285,725,43689,3,00:00.0,S,2,226.8571,00:00.0
286,726,43689,9,00:00.0,S,3,226.8571,00:00.0
287,729,43689,12,00:00.0,S,2,226.8571,00:00.0
288,730,43689,13,00:00.0,S,2,226.8571,00:00.0
289,732,43689,14,00:00.0,S,2,440.1742,00:00.0
290,738,43689,2,00:00.0,S,2,220.2496,00:00.0
291,749,43689,19,00:00.0,S,2,2576.3544,00:00.0
292,753,43689,4,00:00.0,S,1,2576.3544,00:00.0
293,754,43689,21,00:00.0,S,4,1049.7528,00:00.0
294,755,43689,5,00:00.0,S,2,1049.7528,00:00.0
295,758,43689,18,00:00.0,S,3,1049.7528,00:00.0
296,760,43689,8,00:00.0,S,7,503.3507,00:00.0
297,761,43689,17,00:00.0,S,2,503.3507,00:00.0
298,762,43689,20,00:00.0,S,9,503.3507,00:00.0
299,763,43689,11,00:00.0,S,6,503.3507,00:00.0
300,764,43689,1,00:00.0,S,3,503.3507,00:00.0
301,765,43689,15,00:00.0,S,5,503.3507,00:00.0
302,766,43689,6,00:00.0,S,4,503.3507,00:00.0
303,768,43689,16,00:00.0,S,2,503.3507,00:00.0
304,770,43689,7,00:00.0,S,2,503.3507,00:00.0
305,712,43690,3,00:00.0,S,2,5.6187,00:00.0
306,715,43690,1,00:00.0,S,1,31.2437,00:00.0
307,760,43690,4,00:00.0,S,2,503.3507,00:00.0
308,770,43690,2,00:00.0,S,1,503.3507,00:00.0
309,758,43691,1,00:00.0,S,1,1049.7528,00:00.0
310,707,43692,27,00:00.0,S,4,20.1865,00:00.0
311,708,43692,10,00:00.0,S,3,20.1865,00:00.0
312,711,43692,24,00:00.0,S,3,20.1865,00:00.0
313,712,43692,13,00:00.0,S,6,5.6187,00:00.0
314,714,43692,14,00:00.0,S,4,31.2437,00:00.0
315,715,43692,5,00:00.0,S,10,31.2437,00:00.0
316,716,43692,17,00:00.0,S,4,31.2437,00:00.0
317,722,43692,22,00:00.0,S,1,220.2496,00:00.0
318,725,43692,2,00:00.0,S,1,226.8571,00:00.0
319,726,43692,28,00:00.0,S,2,226.8571,00:00.0
320,729,43692,26,00:00.0,S,2,226.8571,00:00.0
321,730,43692,4,00:00.0,S,2,226.8571,00:00.0
322,732,43692,12,00:00.0,S,3,440.1742,00:00.0
323,738,43692,8,00:00.0,S,2,220.2496,00:00.0
324,753,43692,20,00:00.0,S,2,2576.3544,00:00.0
325,754,43692,3,00:00.0,S,8,1049.7528,00:00.0
326,755,43692,16,00:00.0,S,2,1049.7528,00:00.0
327,756,43692,7,00:00.0,S,4,1049.7528,00:00.0
328,758,43692,9,00:00.0,S,8,1049.7528,00:00.0
329,760,43692,15,00:00.0,S,7,503.3507,00:00.0
330,761,43692,23,00:00.0,S,3,503.3507,00:00.0
331,762,43692,11,00:00.0,S,6,503.3507,00:00.0
332,763,43692,25,00:00.0,S,1,503.3507,00:00.0
333,764,43692,19,00:00.0,S,1,503.3507,00:00.0
334,765,43692,18,00:00.0,S,2,503.3507,00:00.0
335,766,43692,21,00:00.0,S,1,503.3507,00:00.0
336,768,43692,6,00:00.0,S,1,503.3507,00:00.0
337,770,43692,1,00:00.0,S,5,503.3507,00:00.0
338,707,43693,4,00:00.0,S,2,20.1865,00:00.0
339,708,43693,6,00:00.0,S,2,20.1865,00:00.0
340,709,43693,3,00:00.0,S,6,6.175,00:00.0
341,716,43693,1,00:00.0,S,3,31.2437,00:00.0
342,771,43693,5,00:00.0,S,3,2447.9928,00:00.0
343,772,43693,9,00:00.0,S,1,2447.9928,00:00.0
344,773,43693,2,00:00.0,S,1,2447.9928,00:00.0
345,774,43693,7,00:00.0,S,1,2447.9928,00:00.0
346,777,43693,8,00:00.0,S,3,2429.9928,00:00.0
347,778,43693,10,00:00.0,S,1,2429.9928,00:00.0
348,707,43694,6,00:00.0,S,1,20.1865,00:00.0
349,708,43694,7,00:00.0,S,1,20.1865,00:00.0
350,711,43694,11,00:00.0,S,5,20.1865,00:00.0
351,712,43694,10,00:00.0,S,1,5.6187,00:00.0
352,715,43694,3,00:00.0,S,2,31.2437,00:00.0
353,716,43694,5,00:00.0,S,3,31.2437,00:00.0
354,771,43694,2,00:00.0,S,3,2447.9928,00:00.0
355,772,43694,4,00:00.0,S,1,2447.9928,00:00.0
356,773,43694,9,00:00.0,S,2,2447.9928,00:00.0
357,774,43694,8,00:00.0,S,1,2447.9928,00:00.0
358,776,43694,1,00:00.0,S,3,2429.9928,00:00.0
359,709,43695,7,00:00.0,S,2,6.175,00:00.0
360,742,43695,4,00:00.0,S,1,891.2004,00:00.0
361,747,43695,3,00:00.0,S,1,881.4687,00:00.0
362,748,43695,2,00:00.0,S,2,891.2004,00:00.0
363,774,43695,1,00:00.0,S,2,2447.9928,00:00.0
364,775,43695,8,00:00.0,S,5,2429.9928,00:00.0
365,777,43695,5,00:00.0,S,5,2429.9928,00:00.0
366,778,43695,6,00:00.0,S,6,2429.9928,00:00.0
367,762,43696,1,00:00.0,S,1,503.3507,00:00.0
368,749,43697,1,00:00.0,S,1,3578.27,00:00.0
369,773,43698,1,00:00.0,S,1,3399.99,00:00.0
370,773,43699,1,00:00.0,S,1,3399.99,00:00.0
371,767,43700,1,00:00.0,S,1,699.0982,00:00.0
372,773,43701,1,00:00.0,S,1,3399.99,00:00.0
373,750,43702,1,00:00.0,S,1,3578.27,00:00.0
374,749,43703,1,00:00.0,S,1,3578.27,00:00.0
375,778,43704,1,00:00.0,S,1,3374.99,00:00.0
376,771,43705,1,00:00.0,S,1,3399.99,00:00.0
377,751,43706,1,00:00.0,S,1,3578.27,00:00.0
378,751,43707,1,00:00.0,S,1,3578.27,00:00.0
379,764,43708,1,00:00.0,S,1,699.0982,00:00.0
380,752,43709,1,00:00.0,S,1,3578.27,00:00.0
381,753,43710,1,00:00.0,S,1,3578.27,00:00.0
382,722,1,0,00:00.0,W,8,0,00:00.0
383,725,2,0,00:00.0,W,15,0,00:00.0
384,726,3,0,00:00.0,W,9,0,00:00.0
385,729,4,0,00:00.0,W,16,0,00:00.0
386,730,5,0,00:00.0,W,14,0,00:00.0
387,732,6,0,00:00.0,W,16,0,00:00.0
388,733,7,0,00:00.0,W,4,0,00:00.0
389,738,8,0,00:00.0,W,19,0,00:00.0
390,741,9,0,00:00.0,W,2,0,00:00.0
391,742,10,0,00:00.0,W,3,0,00:00.0
392,743,11,0,00:00.0,W,1,0,00:00.0
393,745,12,0,00:00.0,W,1,0,00:00.0
394,747,13,0,00:00.0,W,4,0,00:00.0
395,748,14,0,00:00.0,W,2,0,00:00.0
396,749,15,0,00:00.0,W,4,0,00:00.0
397,753,16,0,00:00.0,W,14,0,00:00.0
398,754,17,0,00:00.0,W,27,0,00:00.0
399,755,18,0,00:00.0,W,11,0,00:00.0
400,756,19,0,00:00.0,W,14,0,00:00.0
401,758,20,0,00:00.0,W,46,0,00:00.0
402,760,21,0,00:00.0,W,43,0,00:00.0
403,761,22,0,00:00.0,W,19,0,00:00.0
404,762,23,0,00:00.0,W,44,0,00:00.0
405,763,24,0,00:00.0,W,20,0,00:00.0
406,764,25,0,00:00.0,W,14,0,00:00.0
407,765,26,0,00:00.0,W,30,0,00:00.0
408,766,27,0,00:00.0,W,11,0,00:00.0
409,767,28,0,00:00.0,W,1,0,00:00.0
410,768,29,0,00:00.0,W,13,0,00:00.0
411,770,30,0,00:00.0,W,29,0,00:00.0
412,771,31,0,00:00.0,W,10,0,00:00.0
413,772,32,0,00:00.0,W,5,0,00:00.0
414,773,33,0,00:00.0,W,17,0,00:00.0
415,774,34,0,00:00.0,W,7,0,00:00.0
416,775,35,0,00:00.0,W,22,0,00:00.0
417,776,36,0,00:00.0,W,16,0,00:00.0
418,777,37,0,00:00.0,W,23,0,00:00.0
419,778,38,0,00:00.0,W,20,0,00:00.0
420,516,39,0,00:00.0,W,120,0,00:00.0
421,517,40,0,00:00.0,W,224,0,00:00.0
422,518,41,0,00:00.0,W,98,0,00:00.0
423,519,42,0,00:00.0,W,18,0,00:00.0
424,717,43,0,00:00.0,W,4,0,00:00.0
425,721,44,0,00:00.0,W,14,0,00:00.0
426,722,45,0,00:00.0,W,30,0,00:00.0
427,723,46,0,00:00.0,W,11,0,00:00.0
428,724,47,0,00:00.0,W,1,0,00:00.0
429,725,48,0,00:00.0,W,44,0,00:00.0
430,726,49,0,00:00.0,W,20,0,00:00.0
431,727,50,0,00:00.0,W,14,0,00:00.0
432,729,51,0,00:00.0,W,43,0,00:00.0
433,730,52,0,00:00.0,W,19,0,00:00.0
434,731,53,0,00:00.0,W,14,0,00:00.0
435,733,54,0,00:00.0,W,46,0,00:00.0
436,734,55,0,00:00.0,W,27,0,00:00.0
437,735,56,0,00:00.0,W,11,0,00:00.0
438,736,57,0,00:00.0,W,13,0,00:00.0
439,738,58,0,00:00.0,W,29,0,00:00.0
440,739,59,0,00:00.0,W,5,0,00:00.0
441,740,60,0,00:00.0,W,17,0,00:00.0
442,741,61,0,00:00.0,W,7,0,00:00.0
443,743,62,0,00:00.0,W,16,0,00:00.0
444,744,63,0,00:00.0,W,23,0,00:00.0
445,745,64,0,00:00.0,W,20,0,00:00.0
446,747,65,0,00:00.0,W,22,0,00:00.0
447,748,66,0,00:00.0,W,10,0,00:00.0
448,806,67,0,00:00.0,W,322,0,00:00.0
449,807,68,0,00:00.0,W,138,0,00:00.0
450,810,69,0,00:00.0,W,120,0,00:00.0
451,811,70,0,00:00.0,W,224,0,00:00.0
452,812,71,0,00:00.0,W,98,0,00:00.0
453,813,72,0,00:00.0,W,18,0,00:00.0
454,817,73,0,00:00.0,W,120,0,00:00.0
455,818,74,0,00:00.0,W,224,0,00:00.0
456,819,75,0,00:00.0,W,98,0,00:00.0
457,820,76,0,00:00.0,W,18,0,00:00.0
458,825,77,0,00:00.0,W,120,0,00:00.0
459,826,78,0,00:00.0,W,224,0,00:00.0
460,827,79,0,00:00.0,W,98,0,00:00.0
461,828,80,0,00:00.0,W,18,0,00:00.0
462,894,81,0,00:00.0,W,460,0,00:00.0
463,945,82,0,00:00.0,W,460,0,00:00.0
464,950,83,0,00:00.0,W,322,0,00:00.0
465,951,84,0,00:00.0,W,138,0,00:00.0
466,994,85,0,00:00.0,W,224,0,00:00.0
467,995,86,0,00:00.0,W,98,0,00:00.0
468,996,87,0,00:00.0,W,138,0,00:00.0
469,3,88,0,00:00.0,W,4600,0,00:00.0
470,324,89,0,00:00.0,W,1148,0,00:00.0
471,327,90,0,00:00.0,W,574,0,00:00.0
