BusinessEntityID,CreditCardID,ModifiedDate
1201,10191,00:00.0
1203,11215,00:00.0
1205,806,00:00.0
1209,12107,00:00.0
1211,18428,00:00.0
1213,9973,00:00.0
1215,1553,00:00.0
1217,16978,00:00.0
1219,15927,00:00.0
1223,18480,00:00.0
1227,7475,00:00.0
1229,8,00:00.0
1231,1318,00:00.0
1233,13779,00:00.0
1235,14606,00:00.0
1237,4552,00:00.0
1239,267,00:00.0
1241,5754,00:00.0
1243,16253,00:00.0
1245,16654,00:00.0
1247,686,00:00.0
1249,55,00:00.0
1251,15105,00:00.0
1253,13064,00:00.0
1255,19043,00:00.0
1257,5220,00:00.0
1259,8091,00:00.0
1261,12228,00:00.0
1265,2504,00:00.0
1269,5343,00:00.0
1271,4272,00:00.0
1273,13784,00:00.0
1275,6280,00:00.0
1277,10623,00:00.0
1279,15648,00:00.0
1281,8219,00:00.0
1283,7764,00:00.0
1285,9054,00:00.0
1287,18047,00:00.0
1289,5570,00:00.0
1291,1298,00:00.0
1293,5661,00:00.0
1295,12933,00:00.0
1297,3015,00:00.0
1299,15144,00:00.0
1301,14487,00:00.0
1303,13035,00:00.0
1305,17455,00:00.0
1307,8033,00:00.0
1309,6777,00:00.0
1311,14454,00:00.0
1315,7380,00:00.0
1317,953,00:00.0
1319,6981,00:00.0
1321,5110,00:00.0
1323,11814,00:00.0
1325,2436,00:00.0
1327,18364,00:00.0
1329,15483,00:00.0
1331,13712,00:00.0
1333,5668,00:00.0
1335,371,00:00.0
1337,10163,00:00.0
1339,4851,00:00.0
1341,7182,00:00.0
1343,3274,00:00.0
1345,17036,00:00.0
1349,8103,00:00.0
1351,15735,00:00.0
1353,9277,00:00.0
1355,3788,00:00.0
1357,19011,00:00.0
1361,13420,00:00.0
1363,7454,00:00.0
1365,14535,00:00.0
1367,15138,00:00.0
1369,15018,00:00.0
1371,15875,00:00.0
1373,10370,00:00.0
1375,14542,00:00.0
1377,1866,00:00.0
1379,1260,00:00.0
1381,13088,00:00.0
1383,8719,00:00.0
1385,16132,00:00.0
1387,15784,00:00.0
1391,16704,00:00.0
1393,15555,00:00.0
1395,8235,00:00.0
1397,3157,00:00.0
1399,12198,00:00.0
1403,7898,00:00.0
1405,9855,00:00.0
1407,5033,00:00.0
1409,2687,00:00.0
1411,10453,00:00.0
1413,7176,00:00.0
1415,16439,00:00.0
1417,10456,00:00.0
1419,4871,00:00.0
1421,10395,00:00.0
1423,15977,00:00.0
1425,14895,00:00.0
1427,3600,00:00.0
1429,6156,00:00.0
1431,18946,00:00.0
1433,106,00:00.0
1435,15448,00:00.0
1437,4842,00:00.0
1439,17341,00:00.0
1441,10139,00:00.0
1443,14153,00:00.0
1447,18744,00:00.0
1449,5690,00:00.0
1453,18831,00:00.0
1455,4459,00:00.0
1457,11652,00:00.0
1459,7347,00:00.0
1461,17185,00:00.0
1463,1642,00:00.0
1465,7029,00:00.0
1467,3904,00:00.0
1469,17239,00:00.0
1471,12550,00:00.0
1473,6536,00:00.0
1475,14152,00:00.0
1477,18386,00:00.0
1479,3453,00:00.0
1481,7672,00:00.0
1483,6295,00:00.0
1485,2082,00:00.0
1489,17982,00:00.0
1699,16578,00:00.0
1700,15455,00:00.0
1701,3243,00:00.0
1702,1133,00:00.0
1703,1188,00:00.0
1704,2853,00:00.0
1705,7649,00:00.0
1706,6018,00:00.0
1707,11094,00:00.0
1708,4739,00:00.0
1709,1994,00:00.0
1710,1643,00:00.0
1711,1934,00:00.0
1712,7916,00:00.0
1713,18844,00:00.0
1714,10306,00:00.0
1715,1433,00:00.0
1716,1016,00:00.0
1717,11004,00:00.0
1718,9627,00:00.0
1719,9055,00:00.0
1720,2236,00:00.0
1721,13828,00:00.0
1722,18395,00:00.0
1723,17144,00:00.0
1724,9954,00:00.0
1725,4694,00:00.0
1726,6476,00:00.0
1727,15706,00:00.0
1728,17100,00:00.0
1729,18632,00:00.0
1730,17334,00:00.0
1731,17851,00:00.0
1732,10732,00:00.0
1733,2352,00:00.0
1734,12836,00:00.0
1735,4285,00:00.0
1736,3767,00:00.0
1737,847,00:00.0
1738,3571,00:00.0
1739,92,00:00.0
1740,18914,00:00.0
1741,15389,00:00.0
1742,5233,00:00.0
1743,1405,00:00.0
1744,15322,00:00.0
1745,3396,00:00.0
1746,749,00:00.0
1747,11533,00:00.0
1748,5229,00:00.0
1749,8309,00:00.0
1750,2583,00:00.0
1751,3819,00:00.0
1752,8584,00:00.0
1753,7245,00:00.0
1754,17325,00:00.0
1755,9850,00:00.0
1756,18892,00:00.0
1757,15055,00:00.0
1758,14908,00:00.0
1759,9669,00:00.0
1760,13682,00:00.0
1761,16311,00:00.0
1762,3868,00:00.0
1763,7563,00:00.0
1764,18984,00:00.0
1765,2457,00:00.0
1766,2911,00:00.0
1767,9143,00:00.0
1768,8711,00:00.0
1769,16746,00:00.0
1770,10049,00:00.0
1771,9675,00:00.0
1772,483,00:00.0
1773,6545,00:00.0
1774,17398,00:00.0
1775,7173,00:00.0
1776,5363,00:00.0
1777,1488,00:00.0
1778,14282,00:00.0
1779,8017,00:00.0
1780,17136,00:00.0
1781,9580,00:00.0
1782,4183,00:00.0
1783,13094,00:00.0
1784,15584,00:00.0
1795,18037,00:00.0
1797,5089,00:00.0
1801,17263,00:00.0
1803,15453,00:00.0
1805,11599,00:00.0
1807,10713,00:00.0
1809,895,00:00.0
1811,2058,00:00.0
1813,5065,00:00.0
1815,6546,00:00.0
1817,13951,00:00.0
1821,18656,00:00.0
1823,2666,00:00.0
1825,8784,00:00.0
1827,10628,00:00.0
1829,13971,00:00.0
1831,18354,00:00.0
1833,2658,00:00.0
1835,9506,00:00.0
1837,4626,00:00.0
1839,14928,00:00.0
1841,4304,00:00.0
1843,1651,00:00.0
1845,18825,00:00.0
1849,13349,00:00.0
1851,1446,00:00.0
1855,14226,00:00.0
1857,14975,00:00.0
1859,1896,00:00.0
1861,1324,00:00.0
1863,3088,00:00.0
1865,14595,00:00.0
1867,15155,00:00.0
1869,2318,00:00.0
1871,9141,00:00.0
1873,1444,00:00.0
1875,11685,00:00.0
1877,1862,00:00.0
1879,2880,00:00.0
1881,3980,00:00.0
1883,7079,00:00.0
1885,5666,00:00.0
1887,15177,00:00.0
1889,17491,00:00.0
1891,10343,00:00.0
1893,5804,00:00.0
1895,18260,00:00.0
1897,2571,00:00.0
1899,4941,00:00.0
1901,9959,00:00.0
1903,1772,00:00.0
1905,206,00:00.0
1909,8263,00:00.0
1911,10928,00:00.0
1913,10305,00:00.0
1915,3653,00:00.0
1917,2519,00:00.0
1923,12671,00:00.0
1925,10156,00:00.0
1927,11119,00:00.0
1929,17915,00:00.0
1931,4385,00:00.0
1933,7126,00:00.0
1935,6005,00:00.0
1937,5467,00:00.0
1939,11050,00:00.0
1943,3059,00:00.0
1945,13104,00:00.0
1947,10,00:00.0
1949,11179,00:00.0
1951,4260,00:00.0
1953,12779,00:00.0
1955,3368,00:00.0
1957,4855,00:00.0
1959,4834,00:00.0
1961,336,00:00.0
1963,10422,00:00.0
1965,14468,00:00.0
1967,7160,00:00.0
1969,6386,00:00.0
1971,8292,00:00.0
1975,17645,00:00.0
1977,14133,00:00.0
1979,569,00:00.0
1981,9635,00:00.0
1983,11645,00:00.0
1985,12746,00:00.0
1987,18911,00:00.0
1989,11416,00:00.0
1991,4623,00:00.0
1993,16569,00:00.0
2380,6791,00:00.0
2381,13962,00:00.0
2382,5196,00:00.0
2383,1657,00:00.0
2384,2391,00:00.0
2385,10676,00:00.0
2386,6465,00:00.0
2387,759,00:00.0
2388,14128,00:00.0
2389,18606,00:00.0
2390,12157,00:00.0
2391,17735,00:00.0
2392,3924,00:00.0
2393,11415,00:00.0
2394,175,00:00.0
2395,9529,00:00.0
2396,3824,00:00.0
2397,12128,00:00.0
2398,12978,00:00.0
2399,5857,00:00.0
2400,18171,00:00.0
2401,3316,00:00.0
2402,17464,00:00.0
2403,17903,00:00.0
2404,528,00:00.0
2405,730,00:00.0
2406,9249,00:00.0
2407,7601,00:00.0
2408,2902,00:00.0
2409,16032,00:00.0
2410,11144,00:00.0
2411,2529,00:00.0
2412,8590,00:00.0
2413,11164,00:00.0
2414,11294,00:00.0
2415,4817,00:00.0
2416,9099,00:00.0
2417,2828,00:00.0
2418,16443,00:00.0
2419,12335,00:00.0
2420,15288,00:00.0
2421,4118,00:00.0
2422,10059,00:00.0
2423,14610,00:00.0
2424,15777,00:00.0
2425,14881,00:00.0
2426,8374,00:00.0
2427,9965,00:00.0
2428,11987,00:00.0
2429,11872,00:00.0
2430,5865,00:00.0
2431,5119,00:00.0
2432,12975,00:00.0
2433,4082,00:00.0
2434,10454,00:00.0
2435,3169,00:00.0
2436,12125,00:00.0
2437,17623,00:00.0
2438,11890,00:00.0
2439,1813,00:00.0
2440,13288,00:00.0
2441,16228,00:00.0
2442,1947,00:00.0
2443,1814,00:00.0
2444,591,00:00.0
2445,6359,00:00.0
2446,7608,00:00.0
2447,14894,00:00.0
2448,3884,00:00.0
2449,2220,00:00.0
2450,3583,00:00.0
2451,14075,00:00.0
2452,18028,00:00.0
2453,13629,00:00.0
2454,5227,00:00.0
2455,4568,00:00.0
2456,3136,00:00.0
2457,2948,00:00.0
2458,18712,00:00.0
2459,13763,00:00.0
2460,9704,00:00.0
2461,16479,00:00.0
2462,10384,00:00.0
2463,9430,00:00.0
2464,9839,00:00.0
2465,7290,00:00.0
2466,1609,00:00.0
2467,5786,00:00.0
2468,12704,00:00.0
2469,8890,00:00.0
2470,3338,00:00.0
2471,6786,00:00.0
2472,13200,00:00.0
2473,18235,00:00.0
2474,12233,00:00.0
2475,18363,00:00.0
2476,12420,00:00.0
2477,1095,00:00.0
2478,5396,00:00.0
2479,14252,00:00.0
2480,9035,00:00.0
2481,11768,00:00.0
2482,805,00:00.0
2483,6145,00:00.0
2484,9761,00:00.0
2485,15461,00:00.0
2486,16848,00:00.0
2487,16920,00:00.0
2488,4747,00:00.0
2489,140,00:00.0
2490,6607,00:00.0
2491,14739,00:00.0
2492,5706,00:00.0
2493,3120,00:00.0
2494,13884,00:00.0
2495,14171,00:00.0
2496,12450,00:00.0
2497,1060,00:00.0
2498,8527,00:00.0
2499,16485,00:00.0
2500,1797,00:00.0
2501,1903,00:00.0
2502,10412,00:00.0
2503,7204,00:00.0
2504,18527,00:00.0
2505,12425,00:00.0
2506,2974,00:00.0
2507,14904,00:00.0
2508,3273,00:00.0
2509,13808,00:00.0
2510,239,00:00.0
2511,594,00:00.0
2512,10263,00:00.0
2513,4363,00:00.0
2514,3588,00:00.0
2515,17799,00:00.0
2516,2794,00:00.0
2517,4910,00:00.0
2518,18703,00:00.0
2519,11635,00:00.0
2520,14292,00:00.0
2521,12801,00:00.0
2522,7177,00:00.0
2523,18634,00:00.0
2524,446,00:00.0
2525,14972,00:00.0
2526,15638,00:00.0
2527,6517,00:00.0
2528,10948,00:00.0
2529,3040,00:00.0
2530,12467,00:00.0
2531,4089,00:00.0
2532,17744,00:00.0
2533,7677,00:00.0
2534,11871,00:00.0
2535,16800,00:00.0
2536,12325,00:00.0
2537,18168,00:00.0
2538,957,00:00.0
2539,9266,00:00.0
2540,8388,00:00.0
2541,7653,00:00.0
2542,16388,00:00.0
2543,13320,00:00.0
2544,17433,00:00.0
2545,10757,00:00.0
2546,9379,00:00.0
2547,15263,00:00.0
2548,9834,00:00.0
2549,633,00:00.0
2550,6197,00:00.0
2551,18412,00:00.0
2552,600,00:00.0
2553,11611,00:00.0
2554,16990,00:00.0
2555,2619,00:00.0
2556,14291,00:00.0
2557,15973,00:00.0
2558,3803,00:00.0
2559,7518,00:00.0
2560,2480,00:00.0
2561,1459,00:00.0
2562,18072,00:00.0
2563,15917,00:00.0
2564,18874,00:00.0
2565,12849,00:00.0
2566,12621,00:00.0
2567,6951,00:00.0
2568,10034,00:00.0
2569,1629,00:00.0
2570,7880,00:00.0
2571,2136,00:00.0
2572,6101,00:00.0
2573,15002,00:00.0
2574,11547,00:00.0
2575,3637,00:00.0
2576,7301,00:00.0
2577,14769,00:00.0
2578,7341,00:00.0
2579,3150,00:00.0
2580,11400,00:00.0
2581,9986,00:00.0
2582,15622,00:00.0
2583,19053,00:00.0
2584,6077,00:00.0
2585,1685,00:00.0
2586,7913,00:00.0
2587,6166,00:00.0
2588,8929,00:00.0
2589,19227,00:00.0
2590,5335,00:00.0
2591,11946,00:00.0
2592,6066,00:00.0
2593,9640,00:00.0
2594,4471,00:00.0
2595,3207,00:00.0
2596,791,00:00.0
2597,16713,00:00.0
2598,1485,00:00.0
2599,17666,00:00.0
2600,12752,00:00.0
2601,9265,00:00.0
2602,12184,00:00.0
2603,3927,00:00.0
2604,9413,00:00.0
2605,8110,00:00.0
2606,7955,00:00.0
2607,16149,00:00.0
2608,12795,00:00.0
2609,5141,00:00.0
2610,11777,00:00.0
2611,1136,00:00.0
2612,10250,00:00.0
2613,4864,00:00.0
2614,1079,00:00.0
2615,13867,00:00.0
2616,3551,00:00.0
2617,9229,00:00.0
2618,13873,00:00.0
2619,4728,00:00.0
2620,7407,00:00.0
2621,17557,00:00.0
2622,2818,00:00.0
2623,900,00:00.0
2624,14032,00:00.0
2625,18836,00:00.0
2626,7589,00:00.0
2627,6025,00:00.0
2628,17986,00:00.0
2629,13669,00:00.0
2630,540,00:00.0
2631,12162,00:00.0
2632,9118,00:00.0
2633,15578,00:00.0
2634,6598,00:00.0
2635,18103,00:00.0
2636,17703,00:00.0
2637,872,00:00.0
2638,1494,00:00.0
2639,8845,00:00.0
2640,16432,00:00.0
2641,10770,00:00.0
2642,3205,00:00.0
2643,6453,00:00.0
2644,8097,00:00.0
2645,12362,00:00.0
2646,12310,00:00.0
2647,16207,00:00.0
2648,46,00:00.0
2649,4394,00:00.0
2650,7366,00:00.0
2651,14254,00:00.0
2652,11713,00:00.0
2653,3269,00:00.0
2654,10478,00:00.0
2655,14416,00:00.0
2656,10223,00:00.0
2657,6867,00:00.0
2658,5116,00:00.0
2659,5031,00:00.0
2660,19119,00:00.0
2661,13908,00:00.0
2662,16594,00:00.0
2663,7482,00:00.0
2664,17642,00:00.0
2665,7327,00:00.0
2666,17005,00:00.0
2667,17008,00:00.0
2668,15407,00:00.0
2669,10997,00:00.0
2670,8172,00:00.0
2671,8494,00:00.0
2672,12985,00:00.0
2673,19002,00:00.0
2674,7485,00:00.0
2675,18019,00:00.0
2676,17122,00:00.0
2677,13572,00:00.0
2678,1520,00:00.0
2679,12153,00:00.0
2680,47,00:00.0
2681,12619,00:00.0
2682,399,00:00.0
2683,10216,00:00.0
2684,4269,00:00.0
2685,18925,00:00.0
2686,15527,00:00.0
2687,4227,00:00.0
2688,12298,00:00.0
2689,4139,00:00.0
2690,11581,00:00.0
2691,8608,00:00.0
2692,4074,00:00.0
2693,18917,00:00.0
2694,6983,00:00.0
2695,8302,00:00.0
2696,16557,00:00.0
2697,7929,00:00.0
2698,15943,00:00.0
2699,16834,00:00.0
2700,7840,00:00.0
2701,10348,00:00.0
2702,11624,00:00.0
2703,4570,00:00.0
2704,13598,00:00.0
2705,666,00:00.0
2706,12788,00:00.0
2707,6952,00:00.0
2708,14015,00:00.0
2709,13337,00:00.0
2710,157,00:00.0
2711,1350,00:00.0
2712,9370,00:00.0
2713,1341,00:00.0
2714,15235,00:00.0
2715,14007,00:00.0
2716,6311,00:00.0
2717,347,00:00.0
2718,7228,00:00.0
2719,13701,00:00.0
2720,18202,00:00.0
2721,14564,00:00.0
2722,17802,00:00.0
2723,11667,00:00.0
2724,2166,00:00.0
2725,4535,00:00.0
2726,6986,00:00.0
2727,18972,00:00.0
2728,14856,00:00.0
2729,5356,00:00.0
2730,8340,00:00.0
2731,131,00:00.0
2732,14815,00:00.0
2733,4529,00:00.0
2734,19234,00:00.0
2735,19210,00:00.0
2736,13930,00:00.0
2737,17985,00:00.0
2738,18456,00:00.0
2739,5844,00:00.0
2740,7540,00:00.0
2741,7055,00:00.0
2742,3985,00:00.0
2743,14941,00:00.0
2744,17934,00:00.0
2745,16304,00:00.0
2746,18355,00:00.0
2747,3431,00:00.0
2748,17192,00:00.0
2749,5132,00:00.0
2750,17738,00:00.0
2751,11075,00:00.0
2752,7870,00:00.0
2753,10310,00:00.0
2754,5287,00:00.0
2755,1365,00:00.0
2756,10452,00:00.0
2757,13640,00:00.0
2758,16784,00:00.0
2759,10570,00:00.0
2760,9048,00:00.0
2761,12617,00:00.0
2762,539,00:00.0
2763,4742,00:00.0
2764,4574,00:00.0
2765,16921,00:00.0
2766,15803,00:00.0
2767,16953,00:00.0
2768,1130,00:00.0
2769,12918,00:00.0
2770,15899,00:00.0
2771,339,00:00.0
2772,11069,00:00.0
2773,11661,00:00.0
2774,6756,00:00.0
2775,15380,00:00.0
2776,8679,00:00.0
2777,8969,00:00.0
2778,2811,00:00.0
2779,14358,00:00.0
2780,6771,00:00.0
2781,12025,00:00.0
2782,13360,00:00.0
2783,11098,00:00.0
2784,7138,00:00.0
2785,8162,00:00.0
2786,15064,00:00.0
2787,17133,00:00.0
2788,17388,00:00.0
2789,5700,00:00.0
2790,9707,00:00.0
2791,13687,00:00.0
2792,13612,00:00.0
2793,18829,00:00.0
2794,3018,00:00.0
2795,9941,00:00.0
2796,6060,00:00.0
2797,3672,00:00.0
2798,3304,00:00.0
2799,3244,00:00.0
2800,4284,00:00.0
2801,4270,00:00.0
2802,14265,00:00.0
2803,1851,00:00.0
2804,3437,00:00.0
2805,13921,00:00.0
2806,13889,00:00.0
2807,203,00:00.0
2808,13870,00:00.0
2809,9633,00:00.0
2810,5889,00:00.0
2811,16494,00:00.0
2812,18029,00:00.0
2813,14556,00:00.0
2814,14968,00:00.0
2815,2608,00:00.0
2816,18857,00:00.0
2817,8018,00:00.0
2818,13907,00:00.0
2819,16298,00:00.0
2820,18199,00:00.0
2821,10994,00:00.0
2822,13980,00:00.0
2823,12555,00:00.0
2824,17873,00:00.0
2825,9551,00:00.0
2826,1496,00:00.0
2827,6728,00:00.0
2828,4576,00:00.0
2829,1771,00:00.0
2830,8869,00:00.0
2831,2773,00:00.0
2832,1226,00:00.0
2833,16591,00:00.0
2834,10852,00:00.0
2835,16570,00:00.0
2836,12339,00:00.0
2837,17467,00:00.0
2838,8928,00:00.0
2839,12252,00:00.0
2840,14408,00:00.0
2841,10908,00:00.0
2842,10366,00:00.0
2843,8387,00:00.0
2844,831,00:00.0
2845,5560,00:00.0
2846,7368,00:00.0
2847,1770,00:00.0
2848,7274,00:00.0
2849,18647,00:00.0
2850,6775,00:00.0
2851,12944,00:00.0
2852,5469,00:00.0
2853,1710,00:00.0
