PurchaseOrderID,RevisionNumber,Status,EmployeeID,VendorID,ShipMethodID,OrderDate,ShipDate,SubTotal,TaxAmt,Freight,TotalDue,ModifiedDate
78,4,4,256,1554,5,00:00.0,00:00.0,694.1655,55.5332,17.3541,767.0528,00:00.0
79,4,4,259,1688,4,00:00.0,00:00.0,125.748,10.0598,3.1437,138.9515,00:00.0
80,4,4,260,1580,5,00:00.0,00:00.0,150.7905,12.0632,3.7698,166.6235,00:00.0
81,4,4,258,1496,5,00:00.0,00:00.0,560.007,44.8006,14.0002,618.8078,00:00.0
82,5,4,254,1494,2,00:00.0,00:00.0,8847.3,707.784,221.1825,9776.2665,00:00.0
83,4,4,257,1650,5,00:00.0,00:00.0,171.0765,13.6861,4.2769,189.0395,00:00.0
84,4,3,261,1654,4,00:00.0,00:00.0,20397.3,1631.784,509.9325,22539.0165,00:00.0
85,4,4,251,1664,3,00:00.0,00:00.0,14628.075,1170.246,365.7019,16164.0229,00:00.0
86,5,4,253,1678,3,00:00.0,00:00.0,58685.55,4694.844,1467.1388,64847.5328,00:00.0
87,4,4,255,1616,5,00:00.0,00:00.0,773.01,61.8408,19.3253,854.1761,00:00.0
88,5,4,252,1492,5,00:00.0,00:00.0,656.586,52.5269,16.4147,725.5276,00:00.0
89,4,4,259,1602,5,00:00.0,00:00.0,1796.0355,143.6828,44.9009,1984.6192,00:00.0
90,4,4,260,1540,4,00:00.0,00:00.0,358.6275,28.6902,8.9657,396.2834,00:00.0
91,4,4,258,1628,5,00:00.0,00:00.0,34644.225,2771.538,866.1056,38281.8686,00:00.0
92,4,4,250,1604,4,00:00.0,00:00.0,257.5755,20.606,6.4394,284.6209,00:00.0
93,4,4,257,1690,5,00:00.0,00:00.0,146.286,11.7029,3.6572,161.6461,00:00.0
94,4,3,261,1566,5,00:00.0,00:00.0,102.564,8.2051,2.5641,113.3332,00:00.0
95,4,4,251,1698,5,00:00.0,00:00.0,150.7905,12.0632,3.7698,166.6235,00:00.0
96,4,4,253,1560,5,00:00.0,00:00.0,13669.425,1093.554,341.7356,15104.7146,00:00.0
97,6,4,255,1692,5,00:00.0,00:00.0,16393.23,1311.4584,409.8308,18114.5192,00:00.0
98,4,4,256,1696,4,00:00.0,00:00.0,73377.15,5870.172,1834.4288,81081.7508,00:00.0
99,4,4,259,1504,1,00:00.0,00:00.0,551.88,44.1504,13.797,609.8274,00:00.0
100,4,4,260,1544,1,00:00.0,00:00.0,6987.75,559.02,174.6938,7721.4638,00:00.0
101,5,4,258,1530,2,00:00.0,00:00.0,28072.275,2245.782,701.8069,31019.8639,00:00.0
102,4,4,254,1508,1,00:00.0,00:00.0,35394.975,2831.598,884.8744,39111.4474,00:00.0
103,4,4,257,1694,1,00:00.0,00:00.0,3407.25,272.58,85.1813,3765.0113,00:00.0
104,4,3,261,1624,2,00:00.0,00:00.0,28297.5,2263.8,707.4375,31268.7375,00:00.0
105,4,4,251,1548,2,00:00.0,00:00.0,59.9445,4.7956,1.4986,66.2387,00:00.0
106,4,4,253,1598,4,00:00.0,00:00.0,332.955,26.6364,8.3239,367.9153,00:00.0
107,4,4,255,1658,5,00:00.0,00:00.0,43878.45,3510.276,1096.9613,48485.6873,00:00.0
108,4,4,256,1536,4,00:00.0,00:00.0,674.3835,53.9507,16.8596,745.1938,00:00.0
109,4,4,259,1568,2,00:00.0,00:00.0,31398.675,2511.894,784.9669,34695.5359,00:00.0
110,4,4,250,1648,5,00:00.0,00:00.0,142.4115,11.3929,3.5603,157.3647,00:00.0
111,4,4,258,1646,5,00:00.0,00:00.0,19236.525,1538.922,480.9131,21256.3601,00:00.0
112,4,4,254,1672,4,00:00.0,00:00.0,272.4435,21.7955,6.8111,301.0501,00:00.0
113,5,4,257,1600,1,00:00.0,00:00.0,1276.275,102.102,31.9069,1410.2839,00:00.0
114,4,3,261,1522,1,00:00.0,00:00.0,2003.925,160.314,50.0981,2214.3371,00:00.0
115,4,4,251,1570,2,00:00.0,00:00.0,50860.425,4068.834,1271.5106,56200.7696,00:00.0
116,4,4,253,1516,1,00:00.0,00:00.0,454.86,36.3888,11.3715,502.6203,00:00.0
117,4,4,255,1506,5,00:00.0,00:00.0,43878.45,3510.276,1096.9613,48485.6873,00:00.0
118,5,4,256,1626,2,00:00.0,00:00.0,7132.125,570.57,178.3031,7880.9981,00:00.0
119,4,4,259,1542,2,00:00.0,00:00.0,28343.7,2267.496,708.5925,31319.7885,00:00.0
120,4,4,260,1610,4,00:00.0,00:00.0,22516.725,1801.338,562.9181,24880.9811,00:00.0
121,4,4,250,1638,5,00:00.0,00:00.0,34644.225,2771.538,866.1056,38281.8686,00:00.0
122,4,4,254,1582,4,00:00.0,00:00.0,266.238,21.299,6.656,294.193,00:00.0
123,5,4,257,1510,5,00:00.0,00:00.0,143.0415,11.4433,3.576,158.0608,00:00.0
124,4,3,261,1526,2,00:00.0,00:00.0,28199.325,2255.946,704.9831,31160.2541,00:00.0
125,4,4,251,1644,1,00:00.0,00:00.0,3713.325,297.066,92.8331,4103.2241,00:00.0
126,4,4,253,1680,5,00:00.0,00:00.0,63831.075,5106.486,1595.7769,70533.3379,00:00.0
127,4,4,255,1584,5,00:00.0,00:00.0,16340.31,1307.2248,408.5078,18056.0426,00:00.0
128,4,4,256,1620,5,00:00.0,00:00.0,5711.475,456.918,142.7869,6311.1799,00:00.0
129,4,4,259,1666,4,00:00.0,00:00.0,665.028,53.2022,16.6257,734.8559,00:00.0
130,4,4,260,1592,2,00:00.0,00:00.0,97.965,7.8372,2.4491,108.2513,00:00.0
131,4,4,258,1618,4,00:00.0,00:00.0,114.471,9.1577,2.8618,126.4905,00:00.0
132,6,4,254,1612,4,00:00.0,00:00.0,132.6465,10.6117,3.3162,146.5744,00:00.0
133,4,4,257,1586,5,00:00.0,00:00.0,43878.45,3510.276,1096.9613,48485.6873,00:00.0
134,4,3,261,1500,1,00:00.0,00:00.0,418.95,33.516,10.4738,462.9398,00:00.0
135,4,4,251,1656,4,00:00.0,00:00.0,3413.2455,273.0596,85.3311,3771.6362,00:00.0
136,4,4,253,1572,1,00:00.0,00:00.0,461.79,36.9432,11.5448,510.278,00:00.0
137,6,4,255,1562,4,00:00.0,00:00.0,722.4525,57.7962,18.0613,798.31,00:00.0
138,4,4,256,1662,2,00:00.0,00:00.0,37.0755,2.966,0.9269,40.9684,00:00.0
139,5,4,252,1682,4,00:00.0,00:00.0,21558.075,1724.646,538.9519,23821.6729,00:00.0
140,4,4,260,1686,4,00:00.0,00:00.0,351.855,28.1484,8.7964,388.7998,00:00.0
141,4,4,258,1684,4,00:00.0,00:00.0,45172.05,3613.764,1129.3013,49915.1153,00:00.0
142,6,4,254,1534,4,00:00.0,00:00.0,267.183,21.3746,6.6796,295.2372,00:00.0
143,4,4,257,1614,5,00:00.0,00:00.0,415.8,33.264,10.395,459.459,00:00.0
144,5,3,261,1588,5,00:00.0,00:00.0,40471.2,3237.696,1011.78,44720.676,00:00.0
145,4,4,250,1622,4,00:00.0,00:00.0,662.0985,52.9679,16.5525,731.6189,00:00.0
146,4,4,253,1632,5,00:00.0,00:00.0,62092.8,4967.424,1552.32,68612.544,00:00.0
147,4,4,255,1608,5,00:00.0,00:00.0,5948.25,475.86,148.7063,6572.8163,00:00.0
148,4,4,256,1576,5,00:00.0,00:00.0,91117.95,7289.436,2277.9488,100685.3348,00:00.0
149,4,4,259,1590,1,00:00.0,00:00.0,525,42,13.125,580.125,00:00.0
150,4,4,260,1514,5,00:00.0,00:00.0,2003.6835,160.2947,50.0921,2214.0703,00:00.0
151,5,4,258,1498,4,00:00.0,00:00.0,26455.275,2116.422,661.3819,29233.0789,00:00.0
152,4,4,254,1674,2,00:00.0,00:00.0,944.37,75.5496,23.6093,1043.5289,00:00.0
153,4,4,252,1652,1,00:00.0,00:00.0,6993.525,559.482,174.8381,7727.8451,00:00.0
154,4,3,261,1578,3,00:00.0,00:00.0,36122.625,2889.81,903.0656,39915.5006,00:00.0
155,4,4,251,1538,5,00:00.0,00:00.0,37843.575,3027.486,946.0894,41817.1504,00:00.0
156,5,4,253,1556,4,00:00.0,00:00.0,25531.275,2042.502,638.2819,28212.0589,00:00.0
157,4,4,255,1554,5,00:00.0,00:00.0,773.955,61.9164,19.3489,855.2203,00:00.0
158,4,4,256,1688,4,00:00.0,00:00.0,125.748,10.0598,3.1437,138.9515,00:00.0
159,4,4,259,1580,5,00:00.0,00:00.0,150.7905,12.0632,3.7698,166.6235,00:00.0
160,4,4,260,1496,4,00:00.0,00:00.0,391.545,31.3236,9.7886,432.6572,00:00.0
161,4,4,258,1494,2,00:00.0,00:00.0,8847.3,707.784,221.1825,9776.2665,00:00.0
162,4,4,254,1650,5,00:00.0,00:00.0,171.0765,13.6861,4.2769,189.0395,00:00.0
163,4,4,257,1654,4,00:00.0,00:00.0,20397.3,1631.784,509.9325,22539.0165,00:00.0
164,4,3,261,1664,3,00:00.0,00:00.0,14628.075,1170.246,365.7019,16164.0229,00:00.0
165,4,4,251,1678,3,00:00.0,00:00.0,58685.55,4694.844,1467.1388,64847.5328,00:00.0
166,4,4,253,1616,4,00:00.0,00:00.0,481.887,38.551,12.0472,532.4852,00:00.0
167,4,4,255,1492,4,00:00.0,00:00.0,710.955,56.8764,17.7739,785.6053,00:00.0
168,4,4,256,1602,5,00:00.0,00:00.0,1796.0355,143.6828,44.9009,1984.6192,00:00.0
169,4,4,259,1540,4,00:00.0,00:00.0,664.3035,53.1443,16.6076,734.0554,00:00.0
170,4,4,260,1628,5,00:00.0,00:00.0,34644.225,2771.538,866.1056,38281.8686,00:00.0
171,4,4,258,1604,3,00:00.0,00:00.0,1581.93,126.5544,39.5483,1748.0327,00:00.0
172,4,4,254,1690,5,00:00.0,00:00.0,146.286,11.7029,3.6572,161.6461,00:00.0
173,4,4,257,1566,5,00:00.0,00:00.0,102.564,8.2051,2.5641,113.3332,00:00.0
174,4,3,261,1698,5,00:00.0,00:00.0,150.7905,12.0632,3.7698,166.6235,00:00.0
175,4,4,251,1560,5,00:00.0,00:00.0,13669.425,1093.554,341.7356,15104.7146,00:00.0
176,4,4,253,1692,5,00:00.0,00:00.0,13458.69,1076.6952,336.4673,14871.8525,00:00.0
177,4,4,252,1696,2,00:00.0,00:00.0,101720.85,8137.668,2543.0213,112401.5393,00:00.0
178,4,4,256,1504,1,00:00.0,00:00.0,551.88,44.1504,13.797,609.8274,00:00.0
179,4,4,259,1544,1,00:00.0,00:00.0,6987.75,559.02,174.6938,7721.4638,00:00.0
180,4,4,260,1530,2,00:00.0,00:00.0,28072.275,2245.782,701.8069,31019.8639,00:00.0
181,4,4,258,1508,1,00:00.0,00:00.0,1917.3,153.384,47.9325,2118.6165,00:00.0
182,4,4,254,1694,1,00:00.0,00:00.0,4215.75,337.26,105.3938,4658.4038,00:00.0
183,4,4,257,1624,2,00:00.0,00:00.0,28297.5,2263.8,707.4375,31268.7375,00:00.0
184,4,3,261,1548,2,00:00.0,00:00.0,59.9445,4.7956,1.4986,66.2387,00:00.0
185,4,4,251,1598,4,00:00.0,00:00.0,1055.565,84.4452,26.3891,1166.3993,00:00.0
186,4,4,253,1658,5,00:00.0,00:00.0,43878.45,3510.276,1096.9613,48485.6873,00:00.0
187,4,4,255,1536,4,00:00.0,00:00.0,747.81,59.8248,18.6953,826.3301,00:00.0
188,4,4,252,1568,1,00:00.0,00:00.0,20957.475,1676.598,523.9369,23158.0099,00:00.0
189,4,4,259,1648,5,00:00.0,00:00.0,142.4115,11.3929,3.5603,157.3647,00:00.0
190,4,4,260,1646,2,00:00.0,00:00.0,48030.675,3842.454,1200.7669,53073.8959,00:00.0
191,4,4,258,1672,4,00:00.0,00:00.0,28597.023,2287.7618,714.9256,31599.7104,00:00.0
192,4,4,250,1600,1,00:00.0,00:00.0,1276.275,102.102,31.9069,1410.2839,00:00.0
193,4,4,257,1522,1,00:00.0,00:00.0,2003.925,160.314,50.0981,2214.3371,00:00.0
194,4,3,261,1570,2,00:00.0,00:00.0,28343.7,2267.496,708.5925,31319.7885,00:00.0
195,4,4,251,1516,1,00:00.0,00:00.0,454.86,36.3888,11.3715,502.6203,00:00.0
196,4,4,253,1506,5,00:00.0,00:00.0,43878.45,3510.276,1096.9613,48485.6873,00:00.0
197,4,4,255,1626,2,00:00.0,00:00.0,7132.125,570.57,178.3031,7880.9981,00:00.0
198,4,4,256,1542,2,00:00.0,00:00.0,28343.7,2267.496,708.5925,31319.7885,00:00.0
199,4,4,259,1610,4,00:00.0,00:00.0,22516.725,1801.338,562.9181,24880.9811,00:00.0
200,4,4,260,1638,5,00:00.0,00:00.0,34644.225,2771.538,866.1056,38281.8686,00:00.0
201,4,4,258,1582,5,00:00.0,00:00.0,532.917,42.6334,13.3229,588.8733,00:00.0
202,4,4,254,1510,5,00:00.0,00:00.0,143.0415,11.4433,3.576,158.0608,00:00.0
203,4,4,257,1526,2,00:00.0,00:00.0,28199.325,2255.946,704.9831,31160.2541,00:00.0
204,4,3,261,1644,1,00:00.0,00:00.0,3713.325,297.066,92.8331,4103.2241,00:00.0
205,4,4,251,1680,5,00:00.0,00:00.0,63831.075,5106.486,1595.7769,70533.3379,00:00.0
206,4,4,253,1584,5,00:00.0,00:00.0,13361.04,1068.8832,334.026,14763.9492,00:00.0
207,4,4,255,1620,5,00:00.0,00:00.0,5711.475,456.918,142.7869,6311.1799,00:00.0
208,4,4,256,1666,4,00:00.0,00:00.0,627.4485,50.1959,15.6862,693.3306,00:00.0
209,4,4,259,1592,2,00:00.0,00:00.0,97.965,7.8372,2.4491,108.2513,00:00.0
210,4,4,250,1618,4,00:00.0,00:00.0,114.471,9.1577,2.8618,126.4905,00:00.0
211,4,4,258,1612,4,00:00.0,00:00.0,132.6465,10.6117,3.3162,146.5744,00:00.0
212,4,4,254,1586,5,00:00.0,00:00.0,43878.45,3510.276,1096.9613,48485.6873,00:00.0
213,4,4,257,1500,1,00:00.0,00:00.0,418.95,33.516,10.4738,462.9398,00:00.0
214,4,3,261,1656,4,00:00.0,00:00.0,272.4435,21.7955,6.8111,301.0501,00:00.0
215,4,4,251,1572,1,00:00.0,00:00.0,461.79,36.9432,11.5448,510.278,00:00.0
216,4,4,253,1562,5,00:00.0,00:00.0,544.7295,43.5784,13.6182,601.9261,00:00.0
217,4,4,255,1662,2,00:00.0,00:00.0,37.0755,2.966,0.9269,40.9684,00:00.0
218,4,4,256,1682,4,00:00.0,00:00.0,21558.075,1724.646,538.9519,23821.6729,00:00.0
219,4,4,259,1686,4,00:00.0,00:00.0,612.108,48.9686,15.3027,676.3793,00:00.0
220,4,4,260,1684,5,00:00.0,00:00.0,65240.175,5219.214,1631.0044,72090.3934,00:00.0
221,4,4,250,1534,5,00:00.0,00:00.0,534.807,42.7846,13.3702,590.9618,00:00.0
222,4,4,254,1614,5,00:00.0,00:00.0,273.0735,21.8459,6.8268,301.7462,00:00.0
223,4,4,257,1588,5,00:00.0,00:00.0,40471.2,3237.696,1011.78,44720.676,00:00.0
224,4,3,261,1622,5,00:00.0,00:00.0,278.523,22.2818,6.9631,307.7679,00:00.0
225,4,4,251,1632,5,00:00.0,00:00.0,62092.8,4967.424,1552.32,68612.544,00:00.0
226,4,4,253,1608,5,00:00.0,00:00.0,5948.25,475.86,148.7063,6572.8163,00:00.0
227,5,4,255,1576,5,00:00.0,00:00.0,91117.95,7289.436,2277.9488,100685.3348,00:00.0
228,4,4,256,1590,1,00:00.0,00:00.0,525,42,13.125,580.125,00:00.0
229,4,4,259,1514,5,00:00.0,00:00.0,2003.6835,160.2947,50.0921,2214.0703,00:00.0
230,4,4,260,1498,4,00:00.0,00:00.0,26455.275,2116.422,661.3819,29233.0789,00:00.0
231,4,4,258,1674,2,00:00.0,00:00.0,944.37,75.5496,23.6093,1043.5289,00:00.0
232,4,4,254,1652,4,00:00.0,00:00.0,44594.55,3567.564,1114.8638,49276.9778,00:00.0
233,4,4,257,1578,5,00:00.0,00:00.0,26720.925,2137.674,668.0231,29526.6221,00:00.0
234,4,3,261,1538,5,00:00.0,00:00.0,37843.575,3027.486,946.0894,41817.1504,00:00.0
235,4,4,251,1556,4,00:00.0,00:00.0,25531.275,2042.502,638.2819,28212.0589,00:00.0
236,4,4,253,1554,4,00:00.0,00:00.0,482.517,38.6014,12.0629,533.1813,00:00.0
237,4,4,255,1688,4,00:00.0,00:00.0,125.748,10.0598,3.1437,138.9515,00:00.0
238,4,4,256,1580,5,00:00.0,00:00.0,150.7905,12.0632,3.7698,166.6235,00:00.0
239,4,4,252,1496,4,00:00.0,00:00.0,602.028,48.1622,15.0507,665.2409,00:00.0
240,4,4,260,1494,2,00:00.0,00:00.0,8847.3,707.784,221.1825,9776.2665,00:00.0
241,4,4,258,1650,5,00:00.0,00:00.0,171.0765,13.6861,4.2769,189.0395,00:00.0
242,4,4,254,1654,4,00:00.0,00:00.0,20397.3,1631.784,509.9325,22539.0165,00:00.0
243,4,4,257,1664,3,00:00.0,00:00.0,14628.075,1170.246,365.7019,16164.0229,00:00.0
244,4,3,261,1678,3,00:00.0,00:00.0,33350.625,2668.05,833.7656,36852.4406,00:00.0
245,5,4,250,1616,4,00:00.0,00:00.0,475.6815,38.0545,11.892,525.628,00:00.0
246,4,4,253,1492,5,00:00.0,00:00.0,564.1965,45.1357,14.1049,623.4371,00:00.0
247,4,4,255,1602,5,00:00.0,00:00.0,1796.0355,143.6828,44.9009,1984.6192,00:00.0
248,5,4,256,1540,4,00:00.0,00:00.0,665.028,53.2022,16.6257,734.8559,00:00.0
249,4,4,259,1628,5,00:00.0,00:00.0,34644.225,2771.538,866.1056,38281.8686,00:00.0
250,4,4,260,1604,4,00:00.0,00:00.0,1839.5055,147.1604,45.9876,2032.6535,00:00.0
251,4,4,258,1690,5,00:00.0,00:00.0,146.286,11.7029,3.6572,161.6461,00:00.0
252,4,4,254,1566,5,00:00.0,00:00.0,102.564,8.2051,2.5641,113.3332,00:00.0
253,4,4,252,1698,5,00:00.0,00:00.0,150.7905,12.0632,3.7698,166.6235,00:00.0
254,5,3,261,1560,5,00:00.0,00:00.0,13669.425,1093.554,341.7356,15104.7146,00:00.0
255,4,4,251,1692,5,00:00.0,00:00.0,2934.54,234.7632,73.3635,3242.6667,00:00.0
256,4,4,253,1696,2,00:00.0,00:00.0,50860.425,4068.834,1271.5106,56200.7696,00:00.0
257,4,4,255,1504,1,00:00.0,00:00.0,551.88,44.1504,13.797,609.8274,00:00.0
258,4,4,256,1544,1,00:00.0,00:00.0,6987.75,559.02,174.6938,7721.4638,00:00.0
259,4,4,259,1530,2,00:00.0,00:00.0,28072.275,2245.782,701.8069,31019.8639,00:00.0
260,4,4,260,1508,1,00:00.0,00:00.0,37312.275,2984.982,932.8069,41230.0639,00:00.0
261,4,4,258,1694,1,00:00.0,00:00.0,3407.25,272.58,85.1813,3765.0113,00:00.0
262,7,4,254,1624,2,00:00.0,00:00.0,28297.5,2263.8,707.4375,31268.7375,00:00.0
263,4,4,257,1548,2,00:00.0,00:00.0,59.9445,4.7956,1.4986,66.2387,00:00.0
264,4,3,261,1598,4,00:00.0,00:00.0,240.723,19.2578,6.0181,265.9989,00:00.0
265,4,4,251,1658,5,00:00.0,00:00.0,43878.45,3510.276,1096.9613,48485.6873,00:00.0
266,4,4,253,1536,4,00:00.0,00:00.0,475.209,38.0167,11.8802,525.1059,00:00.0
267,4,4,255,1568,5,00:00.0,00:00.0,5757.675,460.614,143.9419,6362.2309,00:00.0
268,4,4,256,1648,5,00:00.0,00:00.0,142.4115,11.3929,3.5603,157.3647,00:00.0
269,4,4,259,1646,2,00:00.0,00:00.0,48030.675,3842.454,1200.7669,53073.8959,00:00.0
270,4,4,260,1672,4,00:00.0,00:00.0,22516.725,1801.338,562.9181,24880.9811,00:00.0
