PurchaseOrderID,PurchaseOrderDetailID,DueDate,OrderQty,ProductID,UnitPrice,LineTotal,ReceivedQty,RejectedQty,StockedQty,ModifiedDate
48,107,00:00.0,60,492,50.7465,3044.79,60,0,60,00:00.0
48,108,00:00.0,60,493,58.2645,3495.87,60,0,60,00:00.0
48,109,00:00.0,60,494,50.7465,3044.79,60,0,60,00:00.0
48,110,00:00.0,60,495,62.9265,3775.59,60,0,60,00:00.0
48,111,00:00.0,60,496,49.6545,2979.27,60,0,60,00:00.0
49,112,00:00.0,550,523,10.3845,5711.475,550,0,550,00:00.0
50,113,00:00.0,3,422,47.6805,143.0415,3,0,3,00:00.0
50,114,00:00.0,3,423,45.5805,136.7415,3,0,3,00:00.0
50,115,00:00.0,3,424,49.854,149.562,3,0,3,00:00.0
51,116,00:00.0,3,490,12.7155,38.1465,3,0,3,00:00.0
51,117,00:00.0,3,491,19.9395,59.8185,3,0,3,00:00.0
52,118,00:00.0,3,528,38.157,114.471,3,0,3,00:00.0
53,119,00:00.0,3,505,44.2155,132.6465,3,0,3,00:00.0
54,120,00:00.0,550,938,31.4895,17319.225,550,550,0,00:00.0
54,121,00:00.0,550,939,48.2895,26559.225,550,550,0,00:00.0
55,122,00:00.0,60,358,6.9825,418.95,60,0,60,00:00.0
56,123,00:00.0,3,375,43.2705,129.8115,3,0,3,00:00.0
56,124,00:00.0,3,376,47.544,142.632,3,0,3,00:00.0
56,125,00:00.0,3,377,43.2705,129.8115,3,0,3,00:00.0
56,126,00:00.0,3,378,41.1705,123.5115,3,0,3,00:00.0
57,127,00:00.0,60,356,3.381,202.86,60,0,60,00:00.0
57,128,00:00.0,60,357,4.3155,258.93,60,0,60,00:00.0
58,129,00:00.0,3,375,43.2705,129.8115,3,0,3,00:00.0
58,130,00:00.0,3,376,41.1705,123.5115,3,0,3,00:00.0
58,131,00:00.0,3,377,45.444,136.332,3,0,3,00:00.0
58,132,00:00.0,3,378,41.1705,123.5115,3,0,3,00:00.0
58,133,00:00.0,3,379,39.0705,117.2115,3,0,3,00:00.0
59,134,00:00.0,3,490,12.3585,37.0755,3,0,3,00:00.0
60,135,00:00.0,550,513,39.1965,21558.075,550,0,550,00:00.0
61,136,00:00.0,3,403,45.444,136.332,3,0,3,00:00.0
61,137,00:00.0,3,404,41.1705,123.5115,3,0,3,00:00.0
61,138,00:00.0,3,405,39.0705,117.2115,3,0,3,00:00.0
61,139,00:00.0,3,406,43.344,130.032,3,0,3,00:00.0
62,140,00:00.0,550,931,34.8705,19178.775,550,82,468,00:00.0
62,141,00:00.0,550,932,39.7635,21869.925,550,0,550,00:00.0
63,142,00:00.0,3,422,47.6805,143.0415,3,0,3,00:00.0
63,143,00:00.0,3,423,45.5805,136.7415,3,0,3,00:00.0
63,144,00:00.0,3,424,49.854,149.562,3,0,3,00:00.0
64,145,00:00.0,3,341,47.5755,142.7265,3,3,0,00:00.0
64,146,00:00.0,3,342,45.4755,136.4265,3,3,0,00:00.0
65,147,00:00.0,550,931,34.3455,18890.025,550,0,550,00:00.0
65,148,00:00.0,550,932,39.2385,21581.175,523,0,523,00:00.0
66,149,00:00.0,3,341,47.4705,142.4115,3,0,3,00:00.0
66,150,00:00.0,3,342,45.3705,136.1115,3,0,3,00:00.0
66,151,00:00.0,3,343,49.644,148.932,3,0,3,00:00.0
66,152,00:00.0,3,344,45.3705,136.1115,3,0,3,00:00.0
67,153,00:00.0,550,928,32.7705,18023.775,550,0,550,00:00.0
67,154,00:00.0,550,929,37.086,20397.3,550,0,550,00:00.0
67,155,00:00.0,550,930,43.0395,23671.725,550,0,550,00:00.0
68,156,00:00.0,550,332,10.815,5948.25,550,0,550,00:00.0
69,157,00:00.0,550,948,82.8345,45558.975,550,0,550,00:00.0
69,158,00:00.0,550,907,82.8345,45558.975,550,0,550,00:00.0
70,159,00:00.0,1250,325,0.21,262.5,1250,0,1250,00:00.0
70,160,00:00.0,1250,326,0.21,262.5,1250,125,1125,00:00.0
71,161,00:00.0,3,320,49.644,148.932,3,0,3,00:00.0
71,162,00:00.0,3,321,44.3205,132.9615,3,0,3,00:00.0
71,163,00:00.0,60,322,28.6965,1721.79,60,3,57,00:00.0
72,164,00:00.0,550,930,42.5145,23382.975,550,82,468,00:00.0
72,165,00:00.0,550,921,5.586,3072.3,550,0,550,00:00.0
73,166,00:00.0,60,952,15.7395,944.37,60,0,60,00:00.0
74,167,00:00.0,550,933,43.4595,23902.725,550,550,0,00:00.0
74,168,00:00.0,550,934,37.6215,20691.825,550,550,0,00:00.0
75,169,00:00.0,550,317,29.5785,16268.175,550,0,550,00:00.0
75,170,00:00.0,550,318,36.099,19854.45,523,0,523,00:00.0
75,171,00:00.0,550,319,48.5835,26720.925,550,0,550,00:00.0
76,172,00:00.0,550,928,32.2455,17735.025,468,0,468,00:00.0
76,173,00:00.0,550,929,36.561,20108.55,550,0,550,00:00.0
77,174,00:00.0,550,319,46.4205,25531.275,550,0,550,00:00.0
78,175,00:00.0,3,359,47.523,142.569,3,0,3,00:00.0
78,176,00:00.0,3,360,45.423,136.269,3,0,3,00:00.0
78,177,00:00.0,3,361,49.6965,149.0895,3,0,3,00:00.0
78,178,00:00.0,3,362,45.423,136.269,3,0,3,00:00.0
78,179,00:00.0,3,363,43.323,129.969,3,0,3,00:00.0
79,180,00:00.0,3,2,41.916,125.748,3,0,3,00:00.0
80,181,00:00.0,3,1,50.2635,150.7905,3,0,3,00:00.0
81,182,00:00.0,3,361,49.854,149.562,3,0,3,00:00.0
81,183,00:00.0,3,362,45.5805,136.7415,3,0,3,00:00.0
81,184,00:00.0,3,363,43.4805,130.4415,3,0,3,00:00.0
81,185,00:00.0,3,364,47.754,143.262,3,0,3,00:00.0
82,186,00:00.0,550,530,16.086,8847.3,550,82,468,00:00.0
83,187,00:00.0,3,4,57.0255,171.0765,3,0,3,00:00.0
84,188,00:00.0,550,512,37.086,20397.3,550,550,0,00:00.0
85,189,00:00.0,550,513,26.5965,14628.075,550,0,550,00:00.0
86,190,00:00.0,550,317,27.0585,14882.175,468,0,468,00:00.0
86,191,00:00.0,550,318,33.579,18468.45,550,0,550,00:00.0
86,192,00:00.0,550,319,46.0635,25334.925,550,0,550,00:00.0
87,193,00:00.0,3,408,47.544,142.632,3,0,3,00:00.0
87,194,00:00.0,3,409,43.2705,129.8115,3,0,3,00:00.0
87,195,00:00.0,3,410,41.1705,123.5115,3,0,3,00:00.0
87,196,00:00.0,3,411,45.444,136.332,3,0,3,00:00.0
87,197,00:00.0,3,412,41.1705,123.5115,3,0,3,00:00.0
87,198,00:00.0,3,413,39.0705,117.2115,3,0,3,00:00.0
88,199,00:00.0,3,427,47.5965,142.7895,3,0,3,00:00.0
88,200,00:00.0,3,428,43.323,129.969,3,0,3,00:00.0
88,201,00:00.0,3,429,41.223,123.669,3,0,3,00:00.0
88,202,00:00.0,3,430,45.4965,136.4895,3,0,3,00:00.0
88,203,00:00.0,3,431,41.223,123.669,3,0,3,00:00.0
89,204,00:00.0,3,320,47.4705,142.4115,3,0,3,00:00.0
89,205,00:00.0,3,321,42.798,128.394,3,0,3,00:00.0
89,206,00:00.0,60,322,25.4205,1525.23,60,0,60,00:00.0
90,207,00:00.0,3,442,43.3965,130.1895,3,0,3,00:00.0
90,208,00:00.0,3,443,39.123,117.369,3,0,3,00:00.0
90,209,00:00.0,3,444,37.023,111.069,3,0,3,00:00.0
91,210,00:00.0,550,941,62.9895,34644.225,550,0,550,00:00.0
92,211,00:00.0,3,320,45.3705,136.1115,3,0,3,00:00.0
92,212,00:00.0,3,321,40.488,121.464,3,0,3,00:00.0
93,213,00:00.0,3,504,48.762,146.286,3,0,3,00:00.0
94,214,00:00.0,3,497,34.188,102.564,3,3,0,00:00.0
95,215,00:00.0,3,323,50.2635,150.7905,3,0,3,00:00.0
96,216,00:00.0,550,523,10.731,5902.05,468,0,468,00:00.0
96,217,00:00.0,550,524,14.1225,7767.375,550,0,550,00:00.0
97,218,00:00.0,60,492,50.2635,3015.81,60,0,60,00:00.0
97,219,00:00.0,60,493,57.1515,3429.09,60,0,60,00:00.0
97,220,00:00.0,60,494,53.2035,3192.21,60,0,60,00:00.0
97,221,00:00.0,60,495,63.693,3821.58,60,0,60,00:00.0
97,222,00:00.0,60,496,48.909,2934.54,60,0,60,00:00.0
98,223,00:00.0,550,913,40.9395,22516.725,550,0,550,00:00.0
98,224,00:00.0,550,914,21.0945,11601.975,550,0,550,00:00.0
98,225,00:00.0,550,915,30.4395,16741.725,550,0,550,00:00.0
98,226,00:00.0,550,916,40.9395,22516.725,550,0,550,00:00.0
99,227,00:00.0,60,506,9.198,551.88,60,0,60,00:00.0
100,228,00:00.0,550,351,5.775,3176.25,550,0,550,00:00.0
100,229,00:00.0,550,352,1.155,635.25,550,55,495,00:00.0
100,230,00:00.0,550,679,5.775,3176.25,550,0,550,00:00.0
101,231,00:00.0,550,507,23.394,12866.7,550,0,550,00:00.0
101,232,00:00.0,550,508,27.6465,15205.575,550,0,550,00:00.0
102,233,00:00.0,550,355,1.365,750.75,550,82,468,00:00.0
102,234,00:00.0,550,940,62.9895,34644.225,550,0,550,00:00.0
103,235,00:00.0,550,679,6.195,3407.25,550,0,550,00:00.0
104,236,00:00.0,550,507,22.1655,12191.025,550,550,0,00:00.0
104,237,00:00.0,550,508,29.2845,16106.475,550,550,0,00:00.0
105,238,00:00.0,3,491,19.9815,59.9445,3,0,3,00:00.0
106,239,00:00.0,3,347,36.9705,110.9115,3,0,3,00:00.0
106,240,00:00.0,3,348,34.8705,104.6115,3,0,3,00:00.0
106,241,00:00.0,3,349,39.144,117.432,3,0,3,00:00.0
107,242,00:00.0,550,935,31.4895,17319.225,550,0,550,00:00.0
107,243,00:00.0,550,936,48.2895,26559.225,550,0,550,00:00.0
108,244,00:00.0,3,380,43.218,129.654,3,0,3,00:00.0
108,245,00:00.0,3,381,47.4915,142.4745,3,0,3,00:00.0
108,246,00:00.0,3,382,43.2705,129.8115,3,0,3,00:00.0
108,247,00:00.0,3,383,47.544,142.632,3,0,3,00:00.0
108,248,00:00.0,3,384,43.2705,129.8115,3,0,3,00:00.0
109,249,00:00.0,550,479,15.8865,8737.575,550,0,550,00:00.0
109,250,00:00.0,550,480,11.6655,6416.025,550,0,550,00:00.0
109,251,00:00.0,550,481,11.088,6098.4,550,0,550,00:00.0
109,252,00:00.0,550,482,8.757,4816.35,550,0,550,00:00.0
109,253,00:00.0,550,483,9.6915,5330.325,550,0,550,00:00.0
110,254,00:00.0,3,402,47.4705,142.4115,3,0,3,00:00.0
111,255,00:00.0,550,512,34.9755,19236.525,550,0,550,00:00.0
112,256,00:00.0,3,406,43.2705,129.8115,3,0,3,00:00.0
112,257,00:00.0,3,407,47.544,142.632,3,0,3,00:00.0
113,258,00:00.0,550,525,2.3205,1276.275,550,0,550,00:00.0
114,259,00:00.0,550,526,3.6435,2003.925,550,550,0,00:00.0
115,260,00:00.0,550,908,21.0945,11601.975,550,0,550,00:00.0
115,261,00:00.0,550,909,30.4395,16741.725,523,0,523,00:00.0
115,262,00:00.0,550,913,40.9395,22516.725,550,0,550,00:00.0
116,263,00:00.0,60,356,3.6015,216.09,51,0,51,00:00.0
116,264,00:00.0,60,357,3.9795,238.77,60,0,60,00:00.0
117,265,00:00.0,550,935,31.4895,17319.225,550,0,550,00:00.0
117,266,00:00.0,550,936,48.2895,26559.225,550,0,550,00:00.0
118,267,00:00.0,550,524,12.9675,7132.125,550,0,550,00:00.0
119,268,00:00.0,550,911,21.0945,11601.975,550,0,550,00:00.0
119,269,00:00.0,550,912,30.4395,16741.725,550,0,550,00:00.0
120,270,00:00.0,550,910,40.9395,22516.725,550,0,550,00:00.0
121,271,00:00.0,550,937,62.9895,34644.225,550,0,550,00:00.0
122,272,00:00.0,3,466,45.423,136.269,3,0,3,00:00.0
122,273,00:00.0,3,467,43.323,129.969,3,0,3,00:00.0
123,274,00:00.0,3,462,47.6805,143.0415,3,0,3,00:00.0
124,275,00:00.0,550,510,23.4045,12872.475,550,550,0,00:00.0
124,276,00:00.0,550,511,27.867,15326.85,550,550,0,00:00.0
125,277,00:00.0,550,527,6.7515,3713.325,550,0,550,00:00.0
126,278,00:00.0,550,938,31.4895,17319.225,468,0,468,00:00.0
126,279,00:00.0,550,939,48.2895,26559.225,550,0,550,00:00.0
126,280,00:00.0,550,509,36.2775,19952.625,550,0,550,00:00.0
127,281,00:00.0,60,492,50.7465,3044.79,60,0,60,00:00.0
127,282,00:00.0,60,493,58.2645,3495.87,60,0,60,00:00.0
127,283,00:00.0,60,494,50.7465,3044.79,60,0,60,00:00.0
127,284,00:00.0,60,495,62.9265,3775.59,60,0,60,00:00.0
127,285,00:00.0,60,496,49.6545,2979.27,60,0,60,00:00.0
128,286,00:00.0,550,523,10.3845,5711.475,550,0,550,00:00.0
129,287,00:00.0,3,425,45.5805,136.7415,3,0,3,00:00.0
129,288,00:00.0,3,426,43.4805,130.4415,3,0,3,00:00.0
129,289,00:00.0,3,427,47.754,143.262,3,0,3,00:00.0
129,290,00:00.0,3,428,43.4805,130.4415,3,0,3,00:00.0
129,291,00:00.0,3,429,41.3805,124.1415,3,0,3,00:00.0
130,292,00:00.0,3,490,12.7155,38.1465,3,0,3,00:00.0
130,293,00:00.0,3,491,19.9395,59.8185,3,0,3,00:00.0
131,294,00:00.0,3,528,38.157,114.471,3,0,3,00:00.0
132,295,00:00.0,3,505,44.2155,132.6465,3,0,3,00:00.0
133,296,00:00.0,550,938,31.4895,17319.225,550,0,550,00:00.0
133,297,00:00.0,550,939,48.2895,26559.225,550,0,550,00:00.0
134,298,00:00.0,60,358,6.9825,418.95,60,60,0,00:00.0
135,299,00:00.0,3,379,45.444,136.332,3,0,3,00:00.0
135,300,00:00.0,3,380,41.1705,123.5115,3,0,3,00:00.0
135,301,00:00.0,3,381,39.0705,117.2115,3,0,3,00:00.0
135,302,00:00.0,3,438,47.6805,143.0415,3,0,3,00:00.0
135,303,00:00.0,3,439,45.5805,136.7415,3,0,3,00:00.0
135,304,00:00.0,3,440,49.854,149.562,3,0,3,00:00.0
135,305,00:00.0,3,441,45.5805,136.7415,3,0,3,00:00.0
135,306,00:00.0,3,442,43.4805,130.4415,3,0,3,00:00.0
135,307,00:00.0,3,443,47.754,143.262,3,0,3,00:00.0
135,308,00:00.0,3,444,43.4805,130.4415,3,0,3,00:00.0
135,309,00:00.0,3,445,41.3805,124.1415,3,0,3,00:00.0
135,310,00:00.0,3,446,45.654,136.962,3,0,3,00:00.0
135,311,00:00.0,3,447,41.3805,124.1415,3,0,3,00:00.0
135,312,00:00.0,3,448,39.2805,117.8415,3,0,3,00:00.0
135,313,00:00.0,3,449,43.554,130.662,3,0,3,00:00.0
135,314,00:00.0,3,450,39.2805,117.8415,3,0,3,00:00.0
135,315,00:00.0,3,451,37.1805,111.5415,3,0,3,00:00.0
135,316,00:00.0,3,452,41.454,124.362,3,0,3,00:00.0
135,317,00:00.0,3,453,37.1805,111.5415,3,0,3,00:00.0
135,318,00:00.0,3,454,47.523,142.569,3,0,3,00:00.0
135,319,00:00.0,3,455,45.423,136.269,3,0,3,00:00.0
135,320,00:00.0,3,456,49.6965,149.0895,3,0,3,00:00.0
135,321,00:00.0,3,457,45.423,136.269,3,0,3,00:00.0
135,322,00:00.0,3,458,43.323,129.969,3,0,3,00:00.0
135,323,00:00.0,3,459,47.5965,142.7895,3,0,3,00:00.0
135,324,00:00.0,3,460,43.323,129.969,3,0,3,00:00.0
136,325,00:00.0,60,356,3.381,202.86,51,0,51,00:00.0
136,326,00:00.0,60,357,4.3155,258.93,60,0,60,00:00.0
137,327,00:00.0,3,380,43.344,130.032,3,0,3,00:00.0
137,328,00:00.0,3,381,39.0705,117.2115,3,0,3,00:00.0
137,329,00:00.0,3,382,36.9705,110.9115,3,0,3,00:00.0
137,330,00:00.0,3,383,41.244,123.732,3,0,3,00:00.0
137,331,00:00.0,3,384,36.9705,110.9115,3,0,3,00:00.0
137,332,00:00.0,3,385,43.218,129.654,3,0,3,00:00.0
138,333,00:00.0,3,490,12.3585,37.0755,3,0,3,00:00.0
139,334,00:00.0,550,513,39.1965,21558.075,550,0,550,00:00.0
140,335,00:00.0,3,407,39.0705,117.2115,3,0,3,00:00.0
140,336,00:00.0,3,408,36.9705,110.9115,3,0,3,00:00.0
140,337,00:00.0,3,409,41.244,123.732,3,0,3,00:00.0
141,338,00:00.0,550,933,43.9845,24191.475,550,0,550,00:00.0
141,339,00:00.0,550,934,38.1465,20980.575,550,0,550,00:00.0
142,340,00:00.0,3,425,45.5805,136.7415,3,0,3,00:00.0
142,341,00:00.0,3,426,43.4805,130.4415,3,0,3,00:00.0
143,342,00:00.0,3,343,49.749,149.247,3,0,3,00:00.0
143,343,00:00.0,3,344,45.4755,136.4265,3,0,3,00:00.0
143,344,00:00.0,3,345,43.3755,130.1265,3,0,3,00:00.0
144,345,00:00.0,550,931,34.3455,18890.025,550,550,0,00:00.0
144,346,00:00.0,550,932,39.2385,21581.175,550,550,0,00:00.0
145,347,00:00.0,3,345,43.2705,129.8115,3,0,3,00:00.0
145,348,00:00.0,3,346,47.544,142.632,3,0,3,00:00.0
145,349,00:00.0,3,347,43.2705,129.8115,3,0,3,00:00.0
145,350,00:00.0,3,348,41.1705,123.5115,3,0,3,00:00.0
145,351,00:00.0,3,349,45.444,136.332,3,0,3,00:00.0
146,352,00:00.0,550,928,32.7705,18023.775,468,0,468,00:00.0
146,353,00:00.0,550,929,37.086,20397.3,550,0,550,00:00.0
146,354,00:00.0,550,930,43.0395,23671.725,550,0,550,00:00.0
147,355,00:00.0,550,332,10.815,5948.25,550,0,550,00:00.0
148,356,00:00.0,550,948,82.8345,45558.975,550,0,550,00:00.0
148,357,00:00.0,550,907,82.8345,45558.975,550,0,550,00:00.0
149,358,00:00.0,1250,325,0.21,262.5,1250,0,1250,00:00.0
149,359,00:00.0,1250,326,0.21,262.5,1250,0,1250,00:00.0
150,360,00:00.0,3,320,49.644,148.932,3,0,3,00:00.0
150,361,00:00.0,3,321,44.3205,132.9615,3,0,3,00:00.0
150,362,00:00.0,60,322,28.6965,1721.79,60,0,60,00:00.0
151,363,00:00.0,550,930,42.5145,23382.975,550,0,550,00:00.0
151,364,00:00.0,550,921,5.586,3072.3,550,0,550,00:00.0
152,365,00:00.0,60,952,15.7395,944.37,60,9,51,00:00.0
153,366,00:00.0,550,922,6.531,3592.05,550,0,550,00:00.0
153,367,00:00.0,550,923,6.1845,3401.475,550,0,550,00:00.0
154,368,00:00.0,550,317,29.5785,16268.175,550,550,0,00:00.0
154,369,00:00.0,550,318,36.099,19854.45,550,550,0,00:00.0
155,370,00:00.0,550,928,32.2455,17735.025,550,0,550,00:00.0
155,371,00:00.0,550,929,36.561,20108.55,523,0,523,00:00.0
156,372,00:00.0,550,319,46.4205,25531.275,468,0,468,00:00.0
157,373,00:00.0,3,364,47.5965,142.7895,3,0,3,00:00.0
157,374,00:00.0,3,365,43.323,129.969,3,0,3,00:00.0
157,375,00:00.0,3,366,41.223,123.669,3,0,3,00:00.0
157,376,00:00.0,3,367,45.4965,136.4895,3,0,3,00:00.0
157,377,00:00.0,3,368,41.223,123.669,3,0,3,00:00.0
157,378,00:00.0,3,369,39.123,117.369,3,0,3,00:00.0
158,379,00:00.0,3,2,41.916,125.748,3,0,3,00:00.0
159,380,00:00.0,3,1,50.2635,150.7905,3,0,3,00:00.0
160,381,00:00.0,3,365,43.4805,130.4415,3,0,3,00:00.0
160,382,00:00.0,3,366,41.3805,124.1415,3,0,3,00:00.0
160,383,00:00.0,3,367,45.654,136.962,3,0,3,00:00.0
161,384,00:00.0,550,530,16.086,8847.3,550,0,550,00:00.0
162,385,00:00.0,3,4,57.0255,171.0765,3,0,3,00:00.0
163,386,00:00.0,550,512,37.086,20397.3,550,0,550,00:00.0
164,387,00:00.0,550,513,26.5965,14628.075,550,550,0,00:00.0
165,388,00:00.0,550,317,27.0585,14882.175,550,0,550,00:00.0
165,389,00:00.0,550,318,33.579,18468.45,523,0,523,00:00.0
165,390,00:00.0,550,319,46.0635,25334.925,550,0,550,00:00.0
